# session	source_tag	category	db25_parse	db25_analyze	sql
select1	ok	query	accept	clean	SELECT (SELECT count(*) FROM t1 AS x WHERE x.c>t1.c AND x.d<t1.d), a+b*2+c*3, d-e, b, a, c, a+b*2 FROM t1 WHERE (c<=d-2 OR c>=d+2) OR (e>a AND e<b) OR d>e ORDER BY 5,6,3,7,2,1,4
select1	ok	query	accept	clean	SELECT b-c, c, CASE WHEN c>(SELECT avg(c) FROM t1) THEN a*2 ELSE b*10 END, (SELECT count(*) FROM t1 AS x WHERE x.b<t1.b), c-d FROM t1 WHERE c>d OR (a>b-2 AND a<b+2) OR b>c ORDER BY 1,3,5,2,4
select1	ok	query	accept	clean	SELECT b-c, CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END, a+b*2, (SELECT count(*) FROM t1 AS x WHERE x.c>t1.c AND x.d<t1.d), abs(a), c-d, d FROM t1 WHERE b>c OR d NOT BETWEEN 110 AND 150 OR (e>c OR e<d) ORDER BY 4,6,5,1,3,7,2
select1	ok	query	accept	clean	SELECT (SELECT count(*) FROM t1 AS x WHERE x.c>t1.c AND x.d<t1.d), (a+b+c+d+e)/5, CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END FROM t1 WHERE c BETWEEN b-2 AND d+2 OR (c<=d-2 OR c>=d+2) OR c>d ORDER BY 1,3,2
select1	ok	query	accept	clean	SELECT CASE a+1 WHEN b THEN 111 WHEN c THEN 222 WHEN d THEN 333  WHEN e THEN 444 ELSE 555 END, a+b*2+c*3 FROM t1 ORDER BY 2,1
select1	ok	query	accept	clean	SELECT a+b*2+c*3+d*4, c, CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END, (SELECT count(*) FROM t1 AS x WHERE x.b<t1.b), a+b*2+c*3, a+b*2, d-e FROM t1 WHERE EXISTS(SELECT 1 FROM t1 AS x WHERE x.b<t1.b) ORDER BY 1,3,7,2,5,6,4
select1	ok	query	accept	clean	SELECT abs(a), CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END, a+b*2, (SELECT count(*) FROM t1 AS x WHERE x.b<t1.b), a-b, d, a FROM t1 WHERE c BETWEEN b-2 AND d+2 AND (c<=d-2 OR c>=d+2) ORDER BY 6,2,4,3,1,7,5
select1	ok	query	accept	clean	SELECT (a+b+c+d+e)/5, a-b, b, a+b*2, a FROM t1 WHERE (a>b-2 AND a<b+2) AND (e>c OR e<d) AND d>e ORDER BY 4,2,5,3,1
select1	ok	query	accept	clean	SELECT CASE WHEN c>(SELECT avg(c) FROM t1) THEN a*2 ELSE b*10 END, d, e, c-d, a+b*2+c*3+d*4, CASE a+1 WHEN b THEN 111 WHEN c THEN 222 WHEN d THEN 333  WHEN e THEN 444 ELSE 555 END FROM t1 WHERE c BETWEEN b-2 AND d+2 AND c>d AND EXISTS(SELECT 1 FROM t1 AS x WHERE x.b<t1.b) ORDER BY 1,4,3,2,5,6
select1	ok	query	accept	clean	SELECT c-d, CASE a+1 WHEN b THEN 111 WHEN c THEN 222 WHEN d THEN 333  WHEN e THEN 444 ELSE 555 END, a, abs(a), abs(b-c), a+b*2+c*3, e FROM t1 WHERE d>e AND (e>a AND e<b) ORDER BY 7,2,6,1,3,4,5
select1	ok	query	accept	clean	SELECT c-d, d-e, abs(a), a, (a+b+c+d+e)/5 FROM t1 WHERE a>b OR c>d ORDER BY 1,5,3,2,4
select1	ok	query	accept	clean	SELECT a+b*2+c*3+d*4+e*5, a, abs(a), a-b, d-e, CASE WHEN c>(SELECT avg(c) FROM t1) THEN a*2 ELSE b*10 END FROM t1 WHERE EXISTS(SELECT 1 FROM t1 AS x WHERE x.b<t1.b) AND b>c ORDER BY 4,6,3,1,5,2
select1	ok	query	accept	clean	SELECT a+b*2+c*3, a FROM t1 WHERE (e>c OR e<d) OR a>b ORDER BY 1,2
select1	ok	query	accept	clean	SELECT CASE a+1 WHEN b THEN 111 WHEN c THEN 222 WHEN d THEN 333  WHEN e THEN 444 ELSE 555 END, c-d, a+b*2+c*3 FROM t1 WHERE (c<=d-2 OR c>=d+2) AND (a>b-2 AND a<b+2) AND d NOT BETWEEN 110 AND 150 ORDER BY 1,2,3
select1	ok	query	accept	clean	SELECT a+b*2, CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END, (SELECT count(*) FROM t1 AS x WHERE x.c>t1.c AND x.d<t1.d), c-d, a+b*2+c*3 FROM t1 WHERE d>e ORDER BY 4,2,1,5,3
select1	ok	query	accept	clean	SELECT e FROM t1 ORDER BY 1
select1	ok	query	accept	clean	SELECT c-d, b, d, a+b*2+c*3+d*4+e*5, a+b*2, (SELECT count(*) FROM t1 AS x WHERE x.b<t1.b) FROM t1 WHERE c>d ORDER BY 4,3,5,6,2,1
select1	ok	query	accept	clean	SELECT abs(b-c), c-d, a, CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END, a-b FROM t1 WHERE EXISTS(SELECT 1 FROM t1 AS x WHERE x.b<t1.b) OR b>c ORDER BY 4,2,1,5,3
select1	ok	query	accept	clean	SELECT (SELECT count(*) FROM t1 AS x WHERE x.b<t1.b), b-c, CASE WHEN c>(SELECT avg(c) FROM t1) THEN a*2 ELSE b*10 END, a+b*2+c*3 FROM t1 WHERE c>d AND b>c AND e+d BETWEEN a+b-10 AND c+130 ORDER BY 3,4,1,2
select1	ok	query	accept	clean	SELECT (a+b+c+d+e)/5 FROM t1 ORDER BY 1
select1	ok	query	accept	clean	SELECT a+b*2, (a+b+c+d+e)/5, (SELECT count(*) FROM t1 AS x WHERE x.c>t1.c AND x.d<t1.d), (SELECT count(*) FROM t1 AS x WHERE x.b<t1.b), abs(b-c), a-b FROM t1 WHERE EXISTS(SELECT 1 FROM t1 AS x WHERE x.b<t1.b) AND c>d ORDER BY 6,5,4,1,3,2
select1	ok	query	accept	clean	SELECT a+b*2+c*3+d*4, CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END, d, e FROM t1 WHERE (e>c OR e<d) ORDER BY 3,1,2,4
select1	ok	query	accept	clean	SELECT a+b*2+c*3, a+b*2, a-b, a+b*2+c*3+d*4+e*5 FROM t1 WHERE a>b OR EXISTS(SELECT 1 FROM t1 AS x WHERE x.b<t1.b) OR d>e ORDER BY 2,1,3,4
select1	ok	query	accept	clean	SELECT (a+b+c+d+e)/5, a+b*2, (SELECT count(*) FROM t1 AS x WHERE x.c>t1.c AND x.d<t1.d) FROM t1 WHERE (e>c OR e<d) OR b>c ORDER BY 2,1,3
select1	ok	query	accept	clean	SELECT abs(a), d, e, a+b*2+c*3+d*4, CASE a+1 WHEN b THEN 111 WHEN c THEN 222 WHEN d THEN 333  WHEN e THEN 444 ELSE 555 END, b-c, a FROM t1 WHERE (a>b-2 AND a<b+2) AND d NOT BETWEEN 110 AND 150 ORDER BY 3,2,7,6,4,1,5
select1	ok	query	accept	clean	SELECT c, d, a+b*2+c*3, a-b, e FROM t1 ORDER BY 3,2,1,5,4
select1	ok	query	accept	clean	SELECT c-d, (SELECT count(*) FROM t1 AS x WHERE x.b<t1.b), b-c, (a+b+c+d+e)/5, abs(b-c), a+b*2+c*3, CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END FROM t1 WHERE (a>b-2 AND a<b+2) AND (e>c OR e<d) AND (c<=d-2 OR c>=d+2) ORDER BY 6,7,2,1,3,4,5
select1	ok	query	accept	clean	SELECT (a+b+c+d+e)/5, c-d, CASE a+1 WHEN b THEN 111 WHEN c THEN 222 WHEN d THEN 333  WHEN e THEN 444 ELSE 555 END, a+b*2+c*3, d-e FROM t1 WHERE a>b AND c BETWEEN b-2 AND d+2 AND (a>b-2 AND a<b+2) ORDER BY 2,3,4,1,5
select1	ok	query	accept	clean	SELECT c-d, CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END, a+b*2, a, abs(b-c), a+b*2+c*3+d*4+e*5, (SELECT count(*) FROM t1 AS x WHERE x.c>t1.c AND x.d<t1.d) FROM t1 WHERE c BETWEEN b-2 AND d+2 OR b>c ORDER BY 3,5,4,2,6,7,1
select1	ok	query	accept	clean	SELECT (SELECT count(*) FROM t1 AS x WHERE x.c>t1.c AND x.d<t1.d), CASE WHEN c>(SELECT avg(c) FROM t1) THEN a*2 ELSE b*10 END, abs(a), a+b*2+c*3+d*4+e*5, d-e, CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END FROM t1 WHERE e+d BETWEEN a+b-10 AND c+130 OR d>e OR b>c ORDER BY 2,3,1,5,4,6
select1	ok	query	accept	clean	SELECT b-c, a+b*2, a, (SELECT count(*) FROM t1 AS x WHERE x.b<t1.b), c-d, CASE WHEN a<b-3 THEN 111 WHEN a<=b THEN 222 WHEN a<b+3 THEN 333 ELSE 444 END FROM t1 WHERE (e>a AND e<b) AND d NOT BETWEEN 110 AND 150 ORDER BY 1,3,6,2,5,4
in1	ok	query	accept	clean	SELECT 1 IN (2)
in1	ok	query	accept	clean	SELECT 1 IN (2,3,4,5,6,7,8,9)
in1	ok	query	accept	clean	SELECT 1 NOT IN (2)
in1	ok	query	accept	clean	SELECT 1 NOT IN (2,3,4,5,6,7,8,9)
in1	ok	ddl	accept	exec_ok	CREATE TABLE t1(x INTEGER)
in1	ok	query	accept	clean	SELECT 1 IN (SELECT * FROM t1)
in1	ok	query	accept	clean	SELECT 1 NOT IN (SELECT * FROM t1)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t1)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t1)
in1	ok	ddl	accept	exec_ok	CREATE TABLE t2(y INTEGER PRIMARY KEY)
in1	ok	query	accept	clean	SELECT 1 IN (SELECT * FROM t2)
in1	ok	query	accept	clean	SELECT 1 NOT IN (SELECT * FROM t2)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t2)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t2)
in1	ok	ddl	accept	exec_ok	CREATE TABLE t3(z INTEGER UNIQUE)
in1	ok	query	accept	clean	SELECT 1 IN (SELECT * FROM t3)
in1	ok	query	accept	clean	SELECT 1 NOT IN (SELECT * FROM t3)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t3)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t3)
in1	ok	query	accept	clean	SELECT 1 IN (SELECT x+y FROM t1, t2)
in1	ok	query	accept	clean	SELECT 1 NOT IN (SELECT x+y FROM t1,t2)
in1	ok	query	accept	clean	SELECT null IN (SELECT x+y FROM t1,t2)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT x+y FROM t1,t2)
in1	ok	query	accept	clean	SELECT 1.23 IN (SELECT * FROM t1)
in1	ok	query	accept	clean	SELECT 1.23 NOT IN (SELECT * FROM t1)
in1	ok	query	accept	clean	SELECT 'hello' IN (SELECT * FROM t1)
in1	ok	query	accept	clean	SELECT 'hello' NOT IN (SELECT * FROM t1)
in1	ok	query	accept	clean	SELECT 1 IN (2,3,4)
in1	ok	query	accept	clean	SELECT 1 NOT IN (2,3,4)
in1	ok	query	accept	clean	SELECT 'a' IN ('b','c','d')
in1	ok	query	accept	clean	SELECT 'a' NOT IN ('b','c','d')
in1	ok	ddl	accept	exec_ok	CREATE TABLE t4(a INTEGER UNIQUE)
in1	ok	ddl	accept	exec_ok	CREATE TABLE t5(b INTEGER PRIMARY KEY)
in1	ok	ddl	accept	exec_ok	CREATE TABLE t6(c INTEGER)
in1	ok	dml	accept	clean	INSERT INTO t4 VALUES(2)
in1	ok	dml	accept	clean	INSERT INTO t4 VALUES(3)
in1	ok	dml	accept	clean	INSERT INTO t4 VALUES(4)
in1	ok	dml	accept	clean	INSERT INTO t5 SELECT * FROM t4
in1	ok	dml	accept	clean	INSERT INTO t6 SELECT * FROM t4
in1	ok	ddl	accept	exec_ok	CREATE TABLE t4n(a INTEGER UNIQUE)
in1	ok	ddl	accept	exec_ok	CREATE TABLE t6n(c INTEGER)
in1	ok	dml	accept	clean	INSERT INTO t4n SELECT * FROM t4
in1	ok	dml	accept	clean	INSERT INTO t4n VALUES(null)
in1	ok	dml	accept	clean	INSERT INTO t6n SELECT * FROM t4n
in1	ok	ddl	accept	exec_ok	CREATE TABLE t7(a TEXT UNIQUE)
in1	ok	ddl	accept	exec_ok	CREATE TABLE t8(c TEXT)
in1	ok	dml	accept	clean	INSERT INTO t7 VALUES('b')
in1	ok	dml	accept	clean	INSERT INTO t7 VALUES('c')
in1	ok	dml	accept	clean	INSERT INTO t7 VALUES('d')
in1	ok	dml	accept	clean	INSERT INTO t8 SELECT * FROM t7
in1	ok	ddl	accept	exec_ok	CREATE TABLE t7n(a TEXT UNIQUE)
in1	ok	ddl	accept	exec_ok	CREATE TABLE t8n(c TEXT)
in1	ok	dml	accept	clean	INSERT INTO t7n SELECT * FROM t7
in1	ok	dml	accept	clean	INSERT INTO t7n VALUES(null)
in1	ok	dml	accept	clean	INSERT INTO t8n SELECT * FROM t7n
in1	ok	query	accept	clean	SELECT 1 IN (SELECT * FROM t4)
in1	ok	query	accept	clean	SELECT 1 NOT IN (SELECT * FROM t4)
in1	ok	query	accept	clean	SELECT 1 IN (SELECT * FROM t5)
in1	ok	query	accept	clean	SELECT 1 NOT IN (SELECT * FROM t5)
in1	ok	query	accept	clean	SELECT 1 IN (SELECT * FROM t6)
in1	ok	query	accept	clean	SELECT 1 NOT IN (SELECT * FROM t6)
in1	ok	query	accept	clean	SELECT 'a' IN (SELECT * FROM t7)
in1	ok	query	accept	clean	SELECT 'a' NOT IN (SELECT * FROM t7)
in1	ok	query	accept	clean	SELECT 'a' IN (SELECT * FROM t8)
in1	ok	query	accept	clean	SELECT 'a' NOT IN (SELECT * FROM t8)
in1	ok	query	accept	clean	SELECT 2 IN (2,3,4,null)
in1	ok	query	accept	clean	SELECT 3 NOT IN (2,3,4,null)
in1	ok	query	accept	clean	SELECT 4 IN (2,3,4)
in1	ok	query	accept	clean	SELECT 2 NOT IN (2,3,4)
in1	ok	query	accept	clean	SELECT 'b' IN ('b','c','d')
in1	ok	query	accept	clean	SELECT 'c' NOT IN ('b','c','d')
in1	ok	query	accept	clean	SELECT 'd' IN ('b','c',null,'d')
in1	ok	query	accept	clean	SELECT 'b' NOT IN (null,'b','c','d')
in1	ok	query	accept	clean	SELECT 2 IN (SELECT * FROM t4)
in1	ok	query	accept	clean	SELECT 3 NOT IN (SELECT * FROM t4)
in1	ok	query	accept	clean	SELECT 4 IN (SELECT * FROM t4n)
in1	ok	query	accept	clean	SELECT 2 NOT IN (SELECT * FROM t4n)
in1	ok	query	accept	clean	SELECT 2 IN (SELECT * FROM t5)
in1	ok	query	accept	clean	SELECT 3 NOT IN (SELECT * FROM t5)
in1	ok	query	accept	clean	SELECT 2 IN (SELECT * FROM t6)
in1	ok	query	accept	clean	SELECT 3 NOT IN (SELECT * FROM t6)
in1	ok	query	accept	clean	SELECT 4 IN (SELECT * FROM t6n)
in1	ok	query	accept	clean	SELECT 2 NOT IN (SELECT * FROM t6n)
in1	ok	query	accept	clean	SELECT 'b' IN (SELECT * FROM t7)
in1	ok	query	accept	clean	SELECT 'c' NOT IN (SELECT * FROM t7)
in1	ok	query	accept	clean	SELECT 'c' IN (SELECT * FROM t7n)
in1	ok	query	accept	clean	SELECT 'd' NOT IN (SELECT * FROM t7n)
in1	ok	query	accept	clean	SELECT 'b' IN (SELECT * FROM t8)
in1	ok	query	accept	clean	SELECT 'c' NOT IN (SELECT * FROM t8)
in1	ok	query	accept	clean	SELECT 'c' IN (SELECT * FROM t8n)
in1	ok	query	accept	clean	SELECT 'd' NOT IN (SELECT * FROM t8n)
in1	ok	query	accept	clean	SELECT 1 IN (2,3,4,null)
in1	ok	query	accept	clean	SELECT 1 NOT IN (2,3,4,null)
in1	ok	query	accept	clean	SELECT 'a' IN ('b','c',null,'d')
in1	ok	query	accept	clean	SELECT 'a' NOT IN (null,'b','c','d')
in1	ok	query	accept	clean	SELECT 1 IN (SELECT * FROM t4n)
in1	ok	query	accept	clean	SELECT 5 NOT IN (SELECT * FROM t4n)
in1	ok	query	accept	clean	SELECT 6 IN (SELECT * FROM t6n)
in1	ok	query	accept	clean	SELECT 7 NOT IN (SELECT * FROM t6n)
in1	ok	query	accept	clean	SELECT 'a' IN (SELECT * FROM t7n)
in1	ok	query	accept	clean	SELECT 'e' NOT IN (SELECT * FROM t7n)
in1	ok	query	accept	clean	SELECT 'f' IN (SELECT * FROM t8n)
in1	ok	query	accept	clean	SELECT 'g' NOT IN (SELECT * FROM t8n)
in1	ok	query	accept	clean	SELECT null IN (2,3,4,null)
in1	ok	query	accept	clean	SELECT null NOT IN (2,3,4,null)
in1	ok	query	accept	clean	SELECT null IN (2,3,4)
in1	ok	query	accept	clean	SELECT null NOT IN (2,3,4)
in1	ok	query	accept	clean	SELECT null IN ('b','c','d')
in1	ok	query	accept	clean	SELECT null NOT IN ('b','c','d')
in1	ok	query	accept	clean	SELECT null IN ('b','c',null,'d')
in1	ok	query	accept	clean	SELECT null NOT IN (null,'b','c','d')
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t4)
in1	ok	query	accept	clean	SELECT null IN (2,3,4)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t4)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t4n)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t4n)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t5)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t5)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t6)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t6)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t6n)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t6n)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t7)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t7)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t7n)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t7n)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t8)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t8)
in1	ok	query	accept	clean	SELECT null IN (SELECT * FROM t8n)
in1	ok	query	accept	clean	SELECT null NOT IN (SELECT * FROM t8n)
